region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,lat,long
ft myers / SW florida,30990,2019.0,ford,ranger supercrew xl pickup,good,,gas,5468.0,clean,other,,,pickup,white,fl,26.14,-81.79
baton rouge,15495,2012.0,toyota,highlander,,6 cylinders,gas,96678.0,clean,automatic,,,SUV,white,la,30.4558,-91.0596
elmira-corning,39590,2019.0,ram,1500 crew cab big horn,good,6 cylinders,gas,22154.0,clean,other,4wd,,pickup,red,ny,42.08,-76.8
fayetteville,0,2016.0,mercedes-benz,metris,,4 cylinders,gas,114831.0,clean,automatic,rwd,compact,van,white,nc,,
los angeles,41700,2018.0,tesla,model 3,excellent,,electric,10000.0,clean,other,rwd,,,blue,ca,34.055046,-118.3992
east oregon,0,2018.0,chevrolet,lifted silverado 2500,,,diesel,50689.0,clean,automatic,4wd,,truck,red,or,46.234837,-119.12801
santa maria,32590,2019.0,acura,rdx sh-awd advance pkg,good,,other,60680.0,clean,other,,,SUV,,ca,33.7865,-84.4454
sarasota-bradenton,51800,1952.0,chevrolet,belair,excellent,,gas,2940.0,clean,automatic,rwd,,coupe,,fl,27.299364,-82.51365
chicago,1700,2002.0,cadillac,deville,,,gas,121023.0,clean,automatic,,full-size,sedan,,il,41.622597,-87.63381
albuquerque,26590,2020.0,jeep,compass trailhawk sport,good,,gas,18062.0,clean,other,4wd,,other,red,nm,35.11,-106.62
milwaukee,11999,2010.0,ford,e-series chassis e-450,,10 cylinders,gas,156020.0,clean,other,,,truck,white,wi,42.3542,-87.8651
galveston,33590,2017.0,ram,1500 crew cab laramie pickup,good,,other,45464.0,clean,other,,,pickup,red,tx,29.3,-94.79
sacramento,4995,2015.0,nissan,versa note sv,good,,gas,123300.0,clean,automatic,,,hatchback,blue,ca,38.6554,-121.2611
southern maryland,0,2013.0,bmw,x5,,,diesel,103957.0,clean,automatic,,,SUV,white,md,38.63344,-76.90409
gainesville,1,2014.0,ram,1500,excellent,6 cylinders,gas,70995.0,clean,other,4wd,full-size,truck,grey,fl,28.466087,-81.39643
baltimore,9599,2013.0,hyundai,elantra,,4 cylinders,gas,63609.0,clean,automatic,fwd,,sedan,,md,39.354282,-76.699135
maine,99,2018.0,dodge,durango,,,gas,49203.0,clean,automatic,4wd,full-size,,white,me,43.244,-71.4105
hudson valley,34990,2020.0,jeep,wrangler sport suv 2d,good,6 cylinders,gas,3181.0,clean,other,4wd,,other,,ny,41.93,-73.99
orange county,4850,2008.0,toyota,pruis,,4 cylinders,gas,179000.0,clean,automatic,fwd,compact,sedan,black,ca,33.8186,-117.9729
springfield,0,2014.0,chevrolet,corvette stingray 2dr,good,8 cylinders,other,26330.0,clean,other,rwd,,other,white,mo,36.68737,-93.38022
grand rapids,13190,2014.0,kia,sorento,,,gas,110538.0,clean,automatic,4wd,,SUV,white,mi,43.04587,-85.6071
joplin,0,2021.0,chevrolet,trailblazer ls,good,,other,9792.0,clean,automatic,fwd,,other,black,mo,36.343613,-94.18499
cincinnati,15200,2014.0,cadillac,ats,excellent,4 cylinders,gas,47340.0,clean,automatic,rwd,mid-size,sedan,black,oh,39.4293,-84.1735
yuba-sutter,4499,2002.0,ford,focus zx3 premium,excellent,4 cylinders,gas,179661.0,salvage,manual,,,coupe,,ca,39.12344,-121.61144
monterey bay,30488,2020.0,honda,cr-v,,,gas,3515.0,clean,automatic,fwd,,,,ca,36.611217,-121.84561
wenatchee,21991,2018.0,nissan,murano,,,gas,47690.0,clean,automatic,,,SUV,silver,wa,47.42402,-120.307755
medford-ashland,0,2019.0,toyota,c-hr,,4 cylinders,gas,34409.0,clean,automatic,fwd,,SUV,,or,42.355534,-122.87564
SF bay area,20900,2015.0,ford,transit,excellent,6 cylinders,gas,86000.0,clean,automatic,rwd,full-size,van,white,ca,37.7015,-122.0782
tampa bay area,55000,2018.0,toyota,tacoma,like new,6 cylinders,gas,39600.0,clean,automatic,4wd,mid-size,truck,black,fl,27.938,-82.376
indianapolis,30995,2017.0,chevrolet,silverado 1500,,,gas,81324.0,clean,automatic,4wd,,,,in,39.831932,-86.24368
bloomington,11590,2014.0,chevrolet,spark ev 2lt hatchback,good,,electric,61852.0,clean,other,fwd,,hatchback,,in,39.16,-86.52
chattanooga,9995,2014.0,ford,cmax hybrid,excellent,4 cylinders,hybrid,74496.0,clean,automatic,fwd,mid-size,SUV,white,tn,35.06411,-85.14306
skagit / island / SJI,10000,1980.0,jeep,cj7 renegade,,,gas,300.0,clean,manual,,,,,wa,48.3151,-122.6374
lexington,15990,2017.0,ford,c-max hybrid se wagon 4d,good,,hybrid,48195.0,clean,other,fwd,,wagon,blue,ky,38.04,-84.45
new york city,24995,2019.0,dodge,charger,,,gas,29813.0,clean,automatic,rwd,full-size,sedan,,ny,40.88541,-73.82915
stockton,15000,2006.0,chevrolet,silverado,,8 cylinders,gas,199604.0,clean,automatic,4wd,,truck,blue,ca,37.8134,-121.2132
terre haute,22999,2020.0,ford,escape,,,gas,368.0,clean,automatic,,,,,in,38.9847,-88.1704
little rock,32846,2016.0,,Maserati Ghibli,,,gas,44317.0,clean,automatic,,,,,ar,38.4018,-93.785
maine,5995,2004.0,ford,f-150 4x4 super cab,,8 cylinders,gas,182000.0,clean,automatic,4wd,,,,me,43.0921,-70.7429
las vegas,10499,2015.0,chevrolet,trax,,4 cylinders,gas,117071.0,clean,automatic,,,SUV,blue,nv,36.2115,-115.1241
minneapolis / st paul,1500,2000.0,chevrolet,silverado 1500,fair,8 cylinders,gas,341000.0,clean,automatic,4wd,full-size,truck,,mn,45.511143,-93.2559
wausau,11995,2016.0,ford,edge,,,gas,120266.0,clean,automatic,fwd,,,,wi,44.913193,-89.61046
prescott,30590,2019.0,honda,ridgeline sport pickup 4d,good,,other,23645.0,clean,other,,,pickup,silver,az,34.62,-112.42
las vegas,16999,2017.0,dodge,grand caravan,,,other,71885.0,clean,automatic,fwd,,mini-van,white,nv,36.1438,-115.098366
new orleans,51988,2018.0,bmw,x6,,,gas,32776.0,clean,automatic,fwd,,SUV,black,la,32.82125,-117.15324
maine,9999,2008.0,lincoln,town car limousine,,,gas,81000.0,clean,automatic,,,,,me,43.4512,-71.489
columbus,24990,2012.0,chevrolet,silverado 1500 regular,good,8 cylinders,gas,26460.0,clean,other,,,pickup,red,oh,39.98,-82.98
asheville,22990,2018.0,subaru,impreza 2.0i sport wagon,good,,gas,7762.0,clean,other,,,wagon,,nc,35.57,-82.54
western KY,29990,2018.0,buick,enclave essence sport,good,,other,27177.0,clean,other,,,SUV,,ky,36.97,-86.44
las cruces,3000,2018.0,,Mercedez Benz cla,like new,4 cylinders,gas,33250.0,clean,automatic,fwd,compact,sedan,silver,nm,32.2901,-106.7539
des moines,6900,2015.0,ford,focus,excellent,4 cylinders,gas,70000.0,clean,automatic,fwd,compact,sedan,grey,ia,42.484505,-92.324974
fayetteville,15995,2013.0,cadillac,srx performance,good,6 cylinders,other,85620.0,clean,automatic,,,SUV,silver,ar,36.093433,-94.15377
oklahoma city,4000,2003.0,toyota,camry,good,6 cylinders,gas,243000.0,clean,automatic,fwd,mid-size,sedan,black,ok,35.2674,-97.7446
bloomington,13590,2015.0,chevrolet,spark ev 2lt hatchback,good,,hybrid,41899.0,clean,other,fwd,,hatchback,black,in,39.16,-86.52
tulsa,7995,2012.0,nissan,rogue s awd,good,4 cylinders,gas,107896.0,clean,automatic,4wd,,,white,ok,36.10692,-95.90084
daytona beach,1,2016.0,lexus,rx 350,excellent,6 cylinders,gas,55167.0,clean,other,4wd,compact,wagon,white,fl,28.466087,-81.39643
san antonio,7995,2008.0,bmw,x5,,,gas,117254.0,clean,automatic,,,SUV,,tx,29.4973,-98.4252
south coast,6400,2014.0,kia,rio lx,good,4 cylinders,gas,68972.0,rebuilt,automatic,fwd,compact,sedan,black,ma,41.7182,-71.14
chicago,15480,2017.0,buick,encore,,4 cylinders,gas,33946.0,clean,automatic,fwd,,SUV,grey,il,41.60329,-87.762276
orange county,27999,2012.0,ford,"e350 e350 10ft plumbers,",excellent,8 cylinders,gas,55999.0,,automatic,,,sedan,,ca,33.751003,-117.919525
norfolk / hampton roads,22995,2011.0,ford,f150 fx4,,,gas,108204.0,clean,automatic,,,other,blue,va,36.80453,-76.38501
greenville / upstate,6995,2003.0,ford,mustang,,,gas,148000.0,clean,manual,,,,,sc,34.6578,-82.2441
rochester,0,2012.0,chevrolet,tahoe,,,gas,120270.0,clean,automatic,,,,,ny,43.20047,-77.57199
san luis obispo,24900,1998.0,ram,van,,,gas,83785.0,clean,,,,van,,ca,35.267014,-120.67002
greenville / upstate,6998,2008.0,ford,escape,,,gas,148609.0,clean,,4wd,,SUV,silver,sc,34.83255,-82.36835
greenville / upstate,40990,2019.0,chevrolet,camaro ss coupe 2d,good,8 cylinders,gas,14139.0,clean,other,rwd,,coupe,black,sc,34.83,-82.37
maine,14995,2014.0,jeep,cherokee limited,like new,6 cylinders,gas,79800.0,clean,automatic,4wd,mid-size,SUV,black,me,44.101685,-70.14123
gainesville,1,2016.0,lexus,nx 200t,excellent,4 cylinders,gas,42993.0,clean,automatic,fwd,full-size,SUV,black,fl,28.466087,-81.39643
milwaukee,2795,2010.0,toyota,camry,fair,4 cylinders,gas,260000.0,clean,automatic,,,sedan,red,wi,42.9949,-88.0364
austin,0,2008.0,chevrolet,suburban ltz,,8 cylinders,gas,134000.0,clean,automatic,rwd,full-size,SUV,blue,tx,30.31809,-97.69876
richmond,10990,2009.0,lexus,es 350,good,6 cylinders,gas,102078.0,clean,automatic,fwd,,sedan,silver,va,40.468784,-74.28171
detroit metro,495,2012.0,chevrolet,cruze,excellent,4 cylinders,gas,101315.0,clean,automatic,fwd,,,,mi,42.337757,-83.331505
frederick,10000,2012.0,honda,civic,excellent,4 cylinders,gas,60000.0,clean,automatic,fwd,,coupe,silver,md,39.4518,-77.3985
boston,32944,2016.0,ford,f-250,,,gas,110785.0,clean,automatic,4wd,,pickup,blue,ma,42.788204,-71.23373
buffalo,18500,1961.0,,MG(MGA),excellent,4 cylinders,gas,5000.0,clean,manual,rwd,,convertible,red,ny,43.16,-78.6923
joplin,14800,2011.0,toyota,tundra 2wd truck,good,8 cylinders,gas,194123.0,clean,automatic,rwd,full-size,truck,grey,mo,36.644836,-93.21801
pittsburgh,3000,2000.0,jeep,cherokee,fair,6 cylinders,gas,217000.0,clean,automatic,4wd,full-size,SUV,black,pa,40.3009,-79.5531
orlando,0,2014.0,,Freightliner Cascadia,,,diesel,100.0,clean,automatic,,,,,fl,36.0127,-86.56
long island,10000,2006.0,jeep,grand cherokee,excellent,6 cylinders,gas,115000.0,clean,automatic,fwd,,SUV,black,ny,40.6712,-73.4049
anchorage / mat-su,29499,2020.0,jeep,cherokee,,6 cylinders,gas,14240.0,clean,other,4wd,,SUV,white,ak,61.21722,-149.86996
sierra vista,3500,1950.0,chevrolet,,,,gas,12345.0,missing,manual,,,,,az,31.8973,-110.2154
louisville,14900,2011.0,mercedes-benz,benz s550,,,gas,113907.0,rebuilt,automatic,,,,,ky,36.0725,-86.724
buffalo,25990,2019.0,honda,civic si sedan 4d,good,,gas,25067.0,clean,other,fwd,,sedan,,ny,42.88,-78.85
sacramento,8000,2008.0,toyota,highlander v6 4wd,,,gas,183000.0,clean,automatic,4wd,,,,ca,38.5178,-121.4419
north jersey,14499,2015.0,toyota,avalon,,,other,48457.0,clean,automatic,fwd,,sedan,,nj,40.92015,-74.19396
detroit metro,11999,2015.0,chrysler,200,excellent,4 cylinders,gas,132000.0,clean,automatic,,,,,mi,42.172256,-83.18934
modesto,20999,2016.0,dodge,challenger,,,gas,99260.0,clean,manual,,,,,ca,37.600002,-120.93871
greensboro,0,2019.0,nissan,sentra,,,,,,,,,,,nc,35.937794,-79.99627
spokane / coeur d'alene,79999,2020.0,gmc,sierra diesels duramax 2500,,,diesel,25504.0,clean,automatic,4wd,,truck,white,id,47.65613,-117.236946
reno / tahoe,10999,2000.0,ford,f350 diesels powerstroke,,8 cylinders,diesel,235489.0,clean,automatic,4wd,,,,ca,38.6239,-121.3837
north jersey,18995,2014.0,mercedes-benz,e-class,,,gas,51263.0,clean,automatic,,,other,white,nj,40.81603,-73.46397
salem,0,2017.0,chevrolet,equinox,,4 cylinders,gas,30828.0,clean,automatic,4wd,,SUV,,or,44.819992,-122.7997
las vegas,25590,2020.0,honda,civic sport hatchback 4d,good,,gas,3678.0,clean,other,fwd,,hatchback,white,nv,36.17,-115.12
SF bay area,21990,2014.0,bmw,5 series 550i sedan 4d,good,,other,86498.0,clean,other,rwd,,sedan,blue,ca,37.81,-122.3
kennewick-pasco-richland,5990,2001.0,dodge,dakota,,,gas,212186.0,clean,automatic,,,,,wa,46.207558,-119.11703
stockton,26981,2019.0,honda,cr-v,,4 cylinders,gas,14013.0,clean,automatic,4wd,,SUV,black,ca,37.500954,-121.97599
columbus,28163,2018.0,alfa-romeo,romeo stelvio,,4 cylinders,gas,35248.0,clean,automatic,4wd,mid-size,SUV,blue,ga,,
north jersey,30000,2018.0,mercedes-benz,c-class c 300 4matic sedan,,,,25201.0,clean,automatic,,,sedan,silver,nj,40.46865,-74.29699
detroit metro,13995,2015.0,chrysler,200c awd,,,gas,72598.0,clean,automatic,,,,,mi,42.4337,-83.0434
cape cod / islands,23900,2016.0,rover,discovery sport,excellent,4 cylinders,gas,60412.0,clean,automatic,4wd,full-size,SUV,black,ma,42.77783,-73.74899
moses lake,27999,2014.0,chevrolet,silverado 1500 lt 4x4,,,gas,44694.0,clean,automatic,4wd,,truck,brown,wa,47.65613,-117.236946
el paso,25990,2019.0,chevrolet,blazer 1lt sport,good,,gas,30739.0,clean,other,fwd,,other,silver,tx,31.84,-106.43
missoula,46999,2020.0,jeep,wrangler unlimited sport,,,gas,11257.0,clean,automatic,4wd,,SUV,black,mt,47.65613,-117.236946
albuquerque,8500,2003.0,volkswagen,gti,good,4 cylinders,gas,160000.0,clean,manual,fwd,compact,hatchback,yellow,nm,35.1506,-106.569
eastern kentucky,37990,2019.0,ford,mustang gt coupe 2d,good,8 cylinders,gas,337.0,clean,other,rwd,,coupe,black,ky,38.04,-84.45
columbus,10587,2013.0,honda,accord,,4 cylinders,gas,130604.0,clean,automatic,fwd,mid-size,sedan,black,ga,32.548805,-84.9241
orlando,22551,2019.0,toyota,camry,,4 cylinders,gas,40406.0,clean,automatic,fwd,mid-size,sedan,white,fl,28.610096,-81.29834
hudson valley,2500,2003.0,jeep,liberty,like new,6 cylinders,gas,162112.0,clean,automatic,4wd,mid-size,SUV,black,ny,41.5596,-74.1764
santa barbara,13995,2002.0,toyota,4runner sr5,excellent,6 cylinders,gas,109443.0,clean,automatic,,mid-size,SUV,,ca,35.2468,-120.667595
hudson valley,5500,1990.0,,Diahatsu,good,3 cylinders,gas,30000.0,clean,manual,rwd,,,,ny,41.5644,-74.4304
el paso,12995,2012.0,jeep,grand cherokee,,,gas,116174.0,clean,automatic,4wd,,SUV,silver,tx,31.77458,-106.38551
pueblo,6500,1969.0,chevrolet,c10,good,8 cylinders,gas,100000.0,clean,automatic,,full-size,,red,co,38.0323,-104.716
altoona-johnstown,14500,2009.0,ram,1500 hemi,,,gas,112000.0,clean,automatic,,,,,pa,40.755085,-78.53444
new york city,3500,2010.0,nissan,rogue,,4 cylinders,gas,139200.0,clean,automatic,4wd,,,,ny,40.5839,-73.9536
south florida,19990,2015.0,volkswagen,golf sportwagen tdi,good,,other,40495.0,clean,other,fwd,,wagon,,fl,26.14,-80.13
myrtle beach,32990,2011.0,bmw,z4 sdrive35is roadster 2d,good,,other,45858.0,clean,other,rwd,,other,red,sc,33.69,-78.89
central NJ,5200,2004.0,chevrolet,colorado,,5 cylinders,gas,179380.0,clean,automatic,rwd,,truck,,nj,40.18157,-74.66338
seattle-tacoma,32398,2018.0,audi,a4,,4 cylinders,gas,32522.0,clean,automatic,4wd,compact,sedan,white,wa,47.614532,-122.1688
hawaii,1300,2001.0,toyota,highlander,fair,6 cylinders,gas,130000.0,clean,automatic,,,,,hi,21.3295,-157.8615
modesto,7999,2013.0,,mazda3,,4 cylinders,gas,130735.0,clean,automatic,,,sedan,grey,ca,37.7005,-121.0252
treasure coast,39990,2019.0,jaguar,e-pace p300 r-dynamic se,good,,other,17961.0,clean,other,,,SUV,silver,fl,33.7865,-84.4454
bend,12995,2005.0,toyota,tundra double cab,,8 cylinders,gas,192620.0,clean,automatic,4wd,,pickup,,or,45.5742,-122.6842
central NJ,5500,2010.0,toyota,prius hybrid,excellent,4 cylinders,hybrid,150000.0,clean,automatic,rwd,mid-size,hatchback,silver,nj,40.4107,-74.255
st cloud,10695,1979.0,ford,ranchero gt brougham,excellent,8 cylinders,gas,107700.0,clean,automatic,rwd,full-size,truck,black,mn,45.499947,-94.287155
modesto,9900,2013.0,nissan,maxima 3.5 4dr sedan,excellent,4 cylinders,gas,134405.0,clean,automatic,fwd,mid-size,sedan,black,ca,37.49378,-120.844986
yuba-sutter,15288,2014.0,dodge,charger se,good,6 cylinders,gas,82206.0,clean,automatic,rwd,,sedan,,ca,38.610767,-121.422554
las vegas,23960,2018.0,bmw,3 series,,4 cylinders,gas,29165.0,clean,automatic,rwd,compact,sedan,white,nv,36.14096,-115.28109
ft myers / SW florida,18590,2012.0,toyota,tacoma access cab pickup,good,,gas,103980.0,clean,other,,,pickup,red,fl,26.14,-81.79
oregon coast,24000,2017.0,jeep,grand cherokee limited 4x4,like new,6 cylinders,gas,84900.0,clean,automatic,4wd,full-size,SUV,red,or,43.351,-124.146
rhode island,16990,2015.0,lexus,ct 200h hatchback 4d,good,,gas,82764.0,clean,other,fwd,,hatchback,black,ri,41.82,-71.41
erie,30590,2019.0,honda,ridgeline sport pickup 4d,good,,other,23645.0,clean,other,,,pickup,silver,pa,42.12,-80.08
kennewick-pasco-richland,21999,2020.0,hyundai,tucson se awd gas suv,,,gas,25981.0,clean,automatic,4wd,,SUV,black,wa,46.234837,-119.12801
albany,19590,2013.0,bmw,1 series 135i coupe 2d,good,,gas,83600.0,clean,other,rwd,,coupe,black,ny,42.66,-73.79
bakersfield,0,2020.0,ford,,,8 cylinders,other,33473.0,clean,automatic,fwd,compact,other,,ca,35.310734,-119.03857
baltimore,21995,2013.0,jeep,wrangler unlimited,,,gas,140000.0,clean,automatic,,,,,md,38.1574,-79.0651
atlanta,4500,2008.0,honda,pilot,excellent,6 cylinders,gas,200000.0,clean,automatic,fwd,full-size,SUV,custom,ga,33.6954,-84.2489
new hampshire,18995,2013.0,audi,a4 allroad,like new,4 cylinders,gas,87638.0,clean,automatic,4wd,mid-size,SUV,blue,nh,42.957287,-71.43834
houston,0,2016.0,nissan,altima,excellent,4 cylinders,gas,47865.0,clean,automatic,fwd,mid-size,sedan,blue,tx,29.78444,-95.67284
olympic peninsula,46999,2020.0,jeep,wrangler unlimited,,6 cylinders,gas,11257.0,clean,automatic,4wd,,SUV,black,wa,47.1991,-122.3151
lakeland,15998,2012.0,mercedes-benz,c-class,,,gas,94120.0,clean,automatic,,compact,sedan,white,fl,28.00853,-82.45974
new haven,23590,2017.0,volvo,v60 t5 cross country wagon,good,,other,56433.0,clean,automatic,,,wagon,,ct,41.31,-72.92
western massachusetts,42950,2015.0,cadillac,escalade,good,8 cylinders,other,89000.0,clean,automatic,4wd,,other,white,ma,,
tampa bay area,39900,2019.0,ford,f-150,good,6 cylinders,gas,22200.0,clean,automatic,rwd,full-size,truck,white,fl,27.98612,-82.27038
central michigan,8988,2008.0,jeep,grand cherokee,,6 cylinders,gas,129772.0,clean,automatic,4wd,,SUV,black,mi,43.23423,-86.18196
charleston,39590,2019.0,dodge,charger scat pack sedan 4d,good,,other,18456.0,clean,other,rwd,,sedan,green,sc,32.78,-79.99
kirksville,0,2013.0,,Other,,,other,0.0,clean,other,,,other,,mo,,
bozeman,15900,2011.0,gmc,sierra 3500hd sle,excellent,,gas,181000.0,clean,automatic,4wd,,truck,silver,mt,45.729218,-111.093834
vermont,19998,2019.0,kia,sportage lx,good,4 cylinders,gas,46886.0,clean,automatic,4wd,mid-size,SUV,black,vt,44.439495,-73.21015
odessa / midland,38999,2014.0,mercedes-benz,s-class,,,gas,69989.0,clean,,,full-size,sedan,black,tx,32.944195,-96.74159
philadelphia,34999,2008.0,gmc,c5500,,,diesel,68560.0,clean,automatic,,,,,pa,40.464,-74.2742
"kansas city, MO",13900,2014.0,subaru,xv crosstrek 2.0i,excellent,4 cylinders,hybrid,98647.0,,other,4wd,,other,,ks,39.00653,-94.8577
las vegas,15995,2017.0,toyota,corolla,,4 cylinders,gas,39612.0,clean,other,fwd,mid-size,sedan,custom,nv,36.061718,-115.05806
eastern CT,0,2007.0,chevrolet,silverado 2500,excellent,8 cylinders,gas,116658.0,clean,automatic,4wd,full-size,pickup,blue,ct,41.2175,-73.0549
skagit / island / SJI,239,2015.0,ford,edge,,6 cylinders,gas,69403.0,clean,automatic,4wd,,SUV,,wa,48.75496,-122.46596
morgantown,57400,2004.0,,2004 MACK CV713 Dump Truck,good,,diesel,435400.0,clean,manual,,full-size,truck,red,wv,39.93488,-80.0142
reading,2500,2003.0,chevrolet,cavalier,good,4 cylinders,gas,55600.0,clean,automatic,fwd,compact,coupe,brown,pa,40.1966,-76.016
seattle-tacoma,43999,2016.0,ford,lifted f150 xlt 4x4 1/2 ton,,,gas,50031.0,clean,automatic,4wd,,truck,silver,wa,47.19977,-122.29902
palm springs,3500,2009.0,cadillac,cts,good,6 cylinders,gas,132000.0,clean,automatic,fwd,full-size,sedan,silver,ca,33.7225,-116.377
oklahoma city,11500,2011.0,ford,f150 platinum 4x4,good,6 cylinders,gas,187508.0,clean,automatic,4wd,,truck,black,ok,35.636406,-97.48967
myrtle beach,71995,2021.0,dodge,durango srt 392,good,,other,81.0,clean,automatic,,,other,black,sc,33.8675,-78.666885
wilmington,28000,2016.0,gmc,yukon slt,excellent,8 cylinders,gas,149000.0,clean,automatic,rwd,full-size,SUV,black,nc,34.1663,-77.8723
upper peninsula,14995,2010.0,gmc,yukon xl slt 1500,excellent,8 cylinders,gas,148500.0,clean,automatic,4wd,full-size,SUV,silver,mi,45.836475,-87.040215
minneapolis / st paul,15990,2016.0,,Scion iM Hatchback 4D,good,,gas,34439.0,clean,other,fwd,,hatchback,green,mn,44.98,-93.56
denver,21999,2016.0,audi,a3 2.0t,excellent,4 cylinders,gas,54710.0,clean,automatic,4wd,full-size,sedan,black,co,39.740288,-105.04986
east idaho,16600,2018.0,kia,soul + hatchback,like new,4 cylinders,gas,51231.0,clean,automatic,fwd,,hatchback,brown,id,42.9357,-112.4679
grand rapids,16500,2009.0,jeep,wrangler unlimited sahara,,,gas,136464.0,clean,automatic,4wd,,,,mi,43.0348,-83.5268
tri-cities,47000,2020.0,ford,transit 350,like new,6 cylinders,gas,16300.0,clean,automatic,rwd,,van,white,tn,36.510773,-82.45668
florence / muscle shoals,29995,2016.0,jeep,wrangler unlimited sport 4wd,,,,65203.0,,manual,4wd,,SUV,,al,33.971954,-86.0531
"st louis, MO",52900,2019.0,ford,f-550 11ft flatbed,,,,52964.0,clean,automatic,4wd,,other,white,il,38.612003,-90.19882
philadelphia,0,1997.0,chevrolet,motorhome chassis,,,gas,28955.0,clean,,fwd,,other,brown,pa,40.1958,-74.81127
detroit metro,297,2017.0,honda,accord,,4 cylinders,other,33162.0,clean,automatic,fwd,,sedan,grey,mi,42.4261,-83.1951
tucson,2500,2000.0,ford,f-150,good,8 cylinders,gas,155000.0,clean,automatic,4wd,full-size,truck,black,az,32.3455,-111.0029
ocala,53790,2016.0,ford,f150 lariat 4wd f-150 4x4,,,gas,24110.0,clean,automatic,,,,,fl,29.80197,-82.530365
SF bay area,7998,2006.0,acura,rsx,excellent,,gas,1.0,clean,automatic,,,,,ca,,
college station,22590,2018.0,buick,encore essence sport,good,,gas,4604.0,clean,other,fwd,,SUV,,tx,30.6,-96.31
